45058871,024105865753,BONELESS SKINLESS CHICKEN THIGHS,200
45366449,077013758730,FRESH CHICKEN THIGHS,200
45009855,073981340649,BONELESS DUCK BREAST,200
45036551,030900180076,TURKEY BREAST,200
45038632,041250469421,BONELESS SKINLESS CHICKEN BREAST PORTIONS WITH RIB MEAT,200
45058898,024105780759,CHICKEN BREAST TENDERS,200
45184784,660275202617,ORGANIC GROUND CHICKEN,200
45290295,738985220709,100% BREAST MEAT GROUND CHICKEN,200
45045342,688267083662,GROUND TURKEY,200
45139871,042222893008,"JENNIE-O, GROUND TURKEY",200
45002952,812410000316,SALMON BURGERS,200
45019194,048000011725,PREMIUM WILD-CAUGHT PINK SALMON,200
45051981,041497045433,TILAPIA FILLETS,200
45183394,073030811373,TILAPIA SKINLESS AND BONELESS,200
45029133,074027001081,PEELED TINY SHRIMP,200
45035836,886926484359,RAW SHRIMP,200
45044020,688267145094,LARGE RAW SHRIMP,200
45126334,829944090300,SCALLOPS,200
45181712,029714171806,WILD CAUGHT SCALLOPS,200
45019188,073436348190,LUMP CRAB MEAT,200
45274291,850318005293,PETITE MUSSELS,200
45346631,708820179769,MUSSELS,200
45038127,037600276269,TURKEY,200
45201668,742158691814,CHICKEN WINGS,200
45257965,688267154775,BEEF BRISKET,200
45366276,050500720045,BONELESS PORK SHOULDER BUTT,200
45058907,037600404488,PORK TENDERLOIN,200
45185840,812154021516,BISON TENDERLOIN STEAK,200
45139919,042222319003,TURKEY BREAST TENDERLOINS,200
45105195,220098309759,SWISS CHEESE,300
45122966,031506710117,SWISS CHEESE,300
45024500,093966003840,CHEDDAR CHEESE,300
45030273,075925306223,CHEDDAR CHEESE,300
45173070,026638214008,AMERICAN CHEESE,300
45174692,041299119103,AMERICAN CHEESE,300
45207613,031506731112,PROVOLONE CHEESE,300
45208335,071078752474,PROVOLONE CHEESE,300
45180439,850450005014,QUESO CHEESE,300
45211063,074136017911,QUESO CHEESE,300
45051011,041497083602,MOZZARELLA CHEESE,300
45053706,041497084609,MOZZARELLA CHEESE,300
45177198,075450127140,COLBY JACK CHEESE,300
45181850,026086266000,DELI BOLOGNA,300
45181851,031506101052,DELI BEEF FRANKS,300
45037998,037600132824,SMOKED DELI HAM,300
45038009,037600260305,HONEY DELI HAM,300
45038027,037600593205,"HORMEL, NATURAL CHOICE, ROTISSERIE SEASONED DELI CHICKEN BREAST",300
45121312,011213902654,DELI STYLE ROAST BEEF,300
45016975,037600132602,"HORMEL, NATURAL CHOICE, OVEN ROASTED DELI TURKEY",300
45183798,071014812736,DELI-STYLE SLICED PASTRAMI,300
45195687,041415480629,DELI EGG SALAD,300
45196873,041415479623,DELI MACARONI SALAD,300
45082815,011213410104,1 DOZEN FARM FRESH EGGS,300
45082827,011213410166,GRADE A EGGS,300
45032942,706624975501,"BETTER'N EGGS, EGG PRODUCT",300
45082853,011213410654,LARGE BROWN EGGS,300
45134423,029000002159,EGG BEATERS Liquid Eggs,300
45008567,046675000303,"YOCRUNCH, LOWFAT YOGURT WITH KELLOGG'S GRANOLA, STRAWBERRY & BANANA",300
45008568,046675000761,"YOCRUNCH, LOWFAT YOGURT WITH FUN TOPPINGS, VANILLA",300
45008569,046675000204,"YOCRUNCH, LOWFAT YOGURT, RASPBERRIES",300
45008570,046675000945,"YOCRUNCH, SPRINKL'INS, LOWFAT YOGURT WITH FUN TOPPINGS, STRAWBERRY",300
45008571,046675013297,"YOCRUNCH, BANANA LOWFAT YOGURT WITH NILLA WAFERS PIECES",300
45008572,053600001854,"LA YOGURT, LA CHOCOLAT, PROBIOTIC LOWFAT YOGURT, CHERRY, DARK CHOCOLATE CHIPS",300
45002135,795709040012,VANILLA BEAN CREAMY AUSTRALIAN STYLE NONFAT YOGURT,300
45002208,052159701321,ORGANIC GREEK NONFAT YOGURT,300
45002271,036632078896,GREEK YOGURT,300
45015501,036632018366,"DANNON, OIKOS, GREEK NONFAT YOGURT, BLACKBERRY",300
45015502,036632018359,"DANNON, OIKOS, GREEK NONFAT YOGURT, STRAWBERRY BANANA",300
45005340,758543405003,"VOSKOS, GREEK NON FAT YOGURT, VANILLA BEAN",300
45005341,758543470001,"VOSKOS, NON FAT GREEK YOGURT, WILD BLUEBERRY",300
45005571,036632009784,"DANNON, DANIMALS, NONFAT YOGURT WITH CHOCOLATE CANDIES TOPPING, VANILLA",300
45005595,036632009852,SUPERSTARS GREEK LOWFAT YOGURT,300
45005613,884912003218,GREEK YOGURT + WHOLE GRAIN,300
45005639,036632035608,"DANNON, ACTIVIA, FIBER PROBIOTIC LOWFAT YOGURT, STRAWBERRY",300
45138656,011110502742,WHOLE VITAMIN D MILK,300
45138657,011110853332,LACTOSE FREE VITAMIN D MILK,300
45138658,011110503251,SKIM FAT FREE MILK,300
45136805,019473001278,2% REDUCED FAT MILK,300
45136676,742365264023,ORGANIC 2% REDUCED FAT MILK,300
45136566,742365264405,ORGANIC WHOLE MILK,300
45136211,041318521276,1% LOWFAT MILK,300
45135765,744473909155,CULTURED COCONUT MILK,300
45135768,744473909544,ALMOND MILK,300
45135750,093966002331,LOWFAT MILK,300
45002246,031200259028,100% ORANGE JUICE,300
45054673,041497026012,100% PURE ORANGE JUICE,300
45209021,011225124532,VANILLA CARAMEL NON-DAIRY COFFEE CREAMER,300
45136543,025293002531,ALMOND CREAMER,300
45136545,041271017885,"DUNKIN' DONUTS, COFFEE CREAMER",300
45012212,036800121591,HAZELNUT NON-DAIRY CREAMER,300
45080855,041318060171,NON-DAIRY COFFEE CREAMER,300
45024711,049568550169,SOUR CREAM,300
45001592,085239233467,SUN-DRIED TOMATO & BASIL HUMMUS,300
45001593,085239233443,SPINACH & ARTICHOKE HUMMUS,300
45001594,085239233436,ROASTED GARLIC HUMMUS,300
45213207,011161460183,ORANGE JUICE,300
45213663,030034080792,ORANGE JUICE,300
45213665,030034080808,ORANGE JUICE,300
45272378,023933300139,GARLIC HERB CREAM CHEESE,300
45212336,740247017415,HONEY PECAN CREAM CHEESE,300
45002877,687652170017,ORGANIC CREAM CHEESE,300
45005513,078742432908,"GREAT VALUE, FAT FREE CREAM CHEESE",300
